"test","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)","user(s)","sys(s)","wall(s)","max-mem(KB)"
"glm",3.45,0.02,3.48,36440,3.46,0.02,3.49,36440,3.42,0.03,3.46,36440
"imgui",6.67,1.89,8.58,2634420,6.76,1.72,8.49,2634420,6.86,1.76,8.64,2634420
